,Unnamed: 0.1,Unnamed: 0,comments,Label
512,512,512,my three bigger secrets are  i dont think im good enough for me skinny  size  im bisexual and i sweat really freaking bad when im nervous    check out secret by austin mahones new single ﻿,1
513,513,513,https www facebook compagesnaileynicool ref hl like  mee﻿,1
514,514,514,katy is beautiful  and this song is catchy  im a rapper with   subscribers  thumbs up if you hate when you take a shit and the water  splashes your balls﻿,1
515,515,515,i love her green eyes﻿,0
516,516,516,how old is katy perry ﻿,0
517,517,517,most popular video on youtube  ﻿,0
518,518,518,nokia spotted﻿,0
519,519,519,i hear this all the time on radio and its really irritating  that being  said  i like the video﻿,0
520,520,520,hi everyone  my dream is to have passionate sex with katy perry  some people do not believe in me…but maybe you will  sex is a giant part of my life and it pushes me to be a better person  please give me a chance by giving me a thumbs up  if you love my ambition please subscribe ﻿,1
521,521,521,fantastic ﻿,0
522,522,522,j aiiima plzzz  https www facebook compages c c c bl ce balma ce bb ce bt ﻿,1
523,523,523,https vimeo com﻿,1
524,524,524,shes awesome xd﻿,0
525,525,525,katy perry songs arent that bad ﻿,0
526,526,526,hi beaties  i made a new channel please go check it out and subscribe and  enjoy ﻿,1
527,527,527,https www facebook compageshiphopexpress                 like this page yo﻿,1
528,528,528,our beautiful bella has been diagnosed with wobblers syndrome  there is no  way we could afford to do her mri or surgery  she is not just a dog she is  a very special member of our family  without the surgery we fear we will  lose her  please help   http www gofundme comfekgw﻿,1
529,529,529,https www facebook compageskomediburdagel﻿,1
530,530,530,https www facebook comprofile php id ﻿,1
531,531,531,thats good  ﻿,0
532,532,532,http www googleadservices compageadaclk sa lampai csyoebwxvpcfldabgpydgbjdpmihmhuwbgjxbvsbeaegknljvcfbyh_f____byiofgicahkabskgwpiaqkpah_kmchbpmqambyapbbkoekwfpkullxqimgohvzeefmqrgtullbu_fszgnhbkjhbxmwts_dx_hwpdxkazsjosiecvjjmbnswyijecqvhxlbdzstubofaloyinwm_roocppsauatzguickmliduwmabzqvenetrfazorltbbvzyv_xihbnqnvhmrbgesibgggbgkabjeycgampnum ampcid ggs_m_matifsmvpicsampsig aod_ofcseh_popjyrbsxheenqampclient capubampadurl http blog parale rochallengepentruafiliatiaplicalanoileprogramedeafilieresifiibusinessboomerulluniiampnm ampmb ampbg  aqoucqv_qiaaabpugaaacsqar_vgoqwqxjmpuyvkosfkqbvkfzejhncovckkxcbafzzpajibxwbvvqjrdgzqrinlwgaby_bxlfwmadkrjgzkryizwqdihxggetnddabfltfkbmbffcjixnthwbwkjnonlhdeveagphoewxogbnuibgtrkgnacqoibgmzgafnsclsariqjhqrtdwv_biykiyyublotde_xvklnveadzzfl_xryqkewsuredljwgkflq_qaldiwaznuysgqjnrdyvucklplzonyisdkcebxdbhjzdwlbsjbigxmdpkrhvxinqli__wqbahszxmjhwvwrkpxfoeks ﻿,1
533,533,533,awesome video this is one of my favorite  songs😀😀😀😀😀😀😀💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0
534,534,534,if only i had the body like katy perry   she looks so hot  i love her    ﻿,0
535,535,535,download rapid facebook for free now https play google comstoreappsdetails id com rapid facebook magicdroid﻿,1
536,536,536,the song is very good  but the video makes no sense just a nonsense  video i mean she is telling her story of being stuck on an island  but  the song doesnt fit in the situation but nvm the song is good﻿,0
537,537,537,who else would give katy perry a good old mighty roar   ﻿,0
538,538,538,omg i love you katy parry your songs rock  thats a total  subscribe﻿,0
539,539,539,https www paidverts comreftomuciux esyest money ever  join to our  team ﻿,1
540,540,540,katy perry  roar official  http youtu becevxzvsjlk﻿,0
541,541,541,free itunes gift card http shhort coma r xjgbrne﻿,1
542,542,542,i was playing this song and the baby in my belly started to dance to  it sooooo cute  but had to take the song out cause of copy right and  add in a youtube made song still sooo cute the baby danced to this song  lmfao  https plus google compostsgjvinpuemo﻿,1
543,543,543,katy perry is awesome﻿,0
544,544,544,this song is so addicting  the hook is dope and catchy  love the video too   im getting popular fast because i rap real  thumbs up if you piss next to  the water in the toilet so its quiet ﻿,1
545,545,545,nice song  see my new track ﻿,1
546,546,546,i love this sooooooooooooong i love katy perry﻿,0
547,547,547,what does that tattoo on her right tricep say ﻿,0
548,548,548,since when has katy perry had her own youtube channel ﻿,0
549,549,549,every time i watch this mv i just so so so glad that i live in a world that  dont have to worry about running from a real  human eating tiger ﻿,0
550,550,550,i rekt ur mum last nite  cuz da haterz were  much  meh lik dis if u cri evertim and sponswer mi robox vidz https www indiegogo comprojectsgimmedemmoneyzrobloxxhome﻿,1
551,551,551,eye of the tiger   i am the champion  seems like katy perry is using  titles of old rock songs for lyrics ﻿,0
552,552,552,she is a perfect wonder ﻿,0
553,553,553,https www indiegogo comprojectshelpstopmypovertycyberpanhandleingxhome ﻿,1
554,554,554,she is horrible at acting  cringeworhty ﻿,0
555,555,555,i love katy fashions tiger  care to visit my blog sinar jahitan  i also have the tiger collections tqvm﻿,1
556,556,556,anyone who loves music   please go check out my youtube page and tell me  what you think   i just put a video up and will be doing more song  im  just trying to get myself started  any love is much appreciated ﻿,1
557,557,557,is that tiger called katty purry ﻿,0
558,558,558,blue eyes  cant be trusted   uranus bless america ﻿,0
559,559,559,rap from belarus  check my channel ﻿,1
560,560,560,follow me on twitter  freyacumqueen﻿,1
561,561,561,katy perry  roar official  http youtu becevxzvsjlk﻿,0
562,562,562,cmon katy you are so close to   subscribers come up with  another hit like this and it will happen﻿,0
563,563,563,vote for katy for the emas  katycats  http tv mtvema comartistskatyperryixh﻿,1
564,564,564,my honest opinion  its a very mediocre song  nothing unique or special  about her music  lyrics or voice  nothing memorable like billie jean or  beat it  before her millions of fans reply with hate comments  i know this  is a democracy and people are free to see what they want  but then dont i  have the right to express my opinion  please dont reply with dumb comments  lie  if you dont like it dont watch it  i just came here to see whats  the buzz about million views  and didnt like what i saw  ok ﻿,0
565,565,565,visit my channel﻿,1
566,566,566,wow she is sexy xd﻿,0
567,567,567,if you looking for new music to listen to check out cece song called  deadme on itunes music video out now right here on youtube ﻿,1
568,568,568,katy has a voice of an angel﻿,0
569,569,569,hey guys  i was working last night on this project  its a music streamer  like spotify  but it allows you to download the files to listen to when  youre offline  opening it as a free beta  feel free to try it out   download  https mega co nz ehvjzkya bgkgiwphzohwaeuesrwnegqg_labcorwwfxhao﻿,1
570,570,570,man she is hot in this one  male companions visit my profile to check out  the coolest sextoy ever made ﻿,1
571,571,571,like my page please   https m facebook comdreaddis ref m_notif¬if_t fbpage_fan_inviteampactorid   ﻿,1
572,572,572,this video is so racist  there are only animals ﻿,0
573,573,573,man she is beautiful ﻿,0
574,574,574,want to win borderlands the presequel  check my channel  ﻿,1
575,575,575,hi  i would appreciate it if you all could help to like this poster on  facebook   https www facebook comnyghdramafestphotosa  type amptheater ﻿,1
576,576,576,plz help me getting   subscribers tonighttoday   thanks to all who sub me  ﻿,1
577,577,577,yesterday this video have  million likes and now it has  million﻿,0
578,578,578,why tiger succumbs to a beautiful girl  probably male tiger    ha ha ha ﻿,0
579,579,579,best song ever ﻿,0
580,580,580,thank you katyperryvevo for your instagram likes  axeljonssons﻿,1
581,581,581,please subscribe in my channel →﻿,1
582,582,582,she is good  does she make any more music  if she doesnt  she should ﻿,0
583,583,583,i love you katty perry lt ﻿,0
584,584,584,honestly  i wanna see you be brave  oh wait ﻿,0
585,585,585,﻿,0
586,586,586,this video is great   i love this and like much katy perry﻿,0
587,587,587,good thing she brought her sprayon tan  hairstylist  makeup artist  and  cameraman ﻿,0
588,588,588,views   million    katy perry illuminati confirmed ﻿,0
589,589,589,i make guitar covers  please have a look at my channel﻿,1
590,590,590,it should be illegal to be this goodlooking as this babe is ﻿,0
591,591,591,katy is mine the girl of my dreams ﻿,0
592,592,592,i love this song﻿,0
593,593,593,she is fit﻿,0
594,594,594,i love the song roar it make me think am fill the way﻿,0
595,595,595,how do you forget you have a choice  and what the fuck  surviving a plane  crash has a  chance of happening ﻿,0
596,596,596,she is a fool  this is a foolish video  the lyrics are all about her and  how great she is  she is arrogant  obviously  but the thing is that there  are a lot of idiots  look how many hits this garnered  the young stupid  girls who listen to her are numbering in the millions i guess  this video  is a piece of trash  why would anyone ever like it or listen to it  because  these stupid little girls have idiots for fathers and mothers  and so they  are going to turn into idiots also  just like this stupid singer  ﻿,0
597,597,597,attention   we need  million views more for firework to reach m   we have only  and half day left for katys birtgday  listen how it could be possible  gtgtjust open different tabs from different browser gtgtdont watch full video  remember we dont have time on hand  its time wasting  view it only for  sec  plz thumbs up and share﻿,1
598,598,598,rapid facebook   the free version of all colors and is characterized by  fast and beauty download now https play google comstoreappsdetails id com rapid facebook magicdroid﻿,1
599,599,599,hey katycats  we are releasing a movie at midnight uk time to celebrate  katys th birthday  be sure to subscribe to our channel and watch the  movie ﻿,1
600,600,600,i just realized that this verses in this song have the exact same melody as  the verses in  hey ho  by the lumineers ﻿,0
601,601,601,d ♪♪♪ this is my favorite song ﻿,0
602,602,602,this song never gets old lt ﻿,0
603,603,603,happy birthday katy   http giphy comgifsbirthdayflowershappygwjyuqiaxkaqxsfullscreen  that´s not me ﻿,1
604,604,604,hey   i know most people dont like these kind of comments amp see at spam   but i see as free advertising   so please check out my cover of sparks fly  by taylor swift   it is not the best ever i know  but maybe with some  encouraging words of wisdom from many of you i can become better  please go  to my channel and check it out  ﻿,1
605,605,605,www youniqueproducts comjoannagordon younique by joanna gordon www youniqueproducts com﻿,1
606,606,606,i like you   katy perry ▲▲▲﻿,0
607,607,607,glad to know im not the only one who knows its katheryns birthday today    happy birthday katy and my sister  they seriously have the same  birthday ﻿,0
608,608,608,katy perry cant sing for shit  all i hear it autotune ﻿,0
609,609,609,i fucking hate her  why  because she dont write her songs she got  producers for that  second why tha fack is she in every song almost nude  mayby because shes an attention hooker ﻿,0
610,610,610,also luckymusiqlive she probably could help u make it big because i think u  have talent  just look her name up on the internet  hit me up when u get  this message﻿,1
611,611,611,check out my drum cover of e t  here  thanks gt   watch v nopovzoiqamplist uultucdihsdeibyowwuq﻿,1
612,612,612,put famous people in the jungle for an hour and look what happens ﻿,0
613,613,613,she kinda let herself go  huh ﻿,0
614,614,614,we all love you katy perry lt﻿,0
615,615,615,sign up for free on tsu and start making money on social media addfollow  me and ill add follow you  http tsu coroberts﻿,1
616,616,616,love it when i can relate to my daughters music     katy perry  roar  official  http youtu becevxzvsjlk﻿,0
617,617,617,subscribe me and i subscribe you back ﻿,1
618,618,618,katy perry  roar official   soundsofsunday   music  ﻿,0
619,619,619,when i hear katy singing this  i cry  the song has got depth ﻿,0
620,620,620,love it﻿,0
621,621,621,people who believe in illuminati are stupid the same people believe that   was made by the american government﻿,0
622,622,622,plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,1
623,623,623,please look up dhg songs this is my playlist with a bunch of amazing songs ﻿,1
624,624,624,hey  im nerdy peach and im a new youtuber and it would mean the absolute  world to me if you could check em out  lt  hope you like them   d﻿,1
625,625,625,im pretty sure that tiger just wanted a hug﻿,0
626,626,626,http vimeo com﻿,1
627,627,627,this song gives me strength  love her lyrics  this video really brings the  lyrics to life  im getting known fast because i rap with meaning  thumbs  up if you piss next to the water in the toilet so its quiet ﻿,1
628,628,628,http minhateca com brmaurospfilmes+series+desenhos+animes+mp+etc﻿,1
629,629,629,https www facebook comantrobofficial﻿,1
630,630,630,i love you katy perry because you will sing nice than shakira﻿,0
631,631,631,http hackfbaccountlive com ref ﻿,1
632,632,632,facebook account hack  http hackfbaccountlive com ref ﻿,1
633,633,633,i love katty perry﻿,0
634,634,634,the perry youre doing a good job good job i love all of their videos and  by the way can you please describe to my channel please please please  please im trying to get as many comments to skyburst lights is a cancer  and get famous please﻿,1
635,635,635,i did a cover if u want to check it out thank u michael age ﻿,1
636,636,636,everybody please vote katy at ema     best song  best female best pop best live best look  best video  please vote katy   please please please   vote vote vote   katy katy katy  ﻿,1
637,637,637,οh my god   roar is the most liked video at vevo   while  months ago  was justins baby  congrats katy   applause lt ﻿,0
638,638,638,https soundcloud comjsuptfilsdusonfuckinghostile﻿,1
639,639,639,https www facebook commyfunnyriddles﻿,1
640,640,640,hi everyone  do you like music  then why not check out my music channel   the lexis band will be uploading their own songs and covers soon so dont  miss out  please subscribe too as it does help us out a lot  just takes one  click  gt﻿,1
641,641,641,https www facebook comphoto php fbid ampset a amptype amptheater  ﻿,1
642,642,642,id rather hear some propa explicit gangsta rap insted of this garbage   this song is trash  ﻿,0
643,643,643,damnnnnnnnn  she is sexy o_o﻿,0
644,644,644,such a good song ans katy sounds great over the melody  im growing as an  artist everyday from my hit song crazy which has got my name out there   cant thank my fans more for their support  if you could take a moment  to  check it and my music  maybe youll join me to make my dream come true    thank you for your time﻿,1
645,645,645,i love you  because u make me smile when im sad you cheer me up with your  beautiful songs   lt﻿,0
646,646,646,this song is the most boring  asinine song i have ever heard  coming from a  guy who liked  teenage dream  the song  ever since katy perrys divorce  its wave after wave of shitty but successful songs  for those of you  saying  this is the next wave of pop music  stick it up your ass  katy  perry is like silly putty  ﻿,0
647,647,647,katy perry  roar official  http youtu becevxzvsjlk  i love this song  and video katy perry rocks wahoo  😀😘﻿,0
648,648,648,and somehow she has access to makeup in the middle of the woods ﻿,0
649,649,649,it looks so real and my daughter is a big fan and she likes a lot of your  songs ﻿,0
650,650,650,i cant comprehend why this video has nearly   views  some people  found gangnam style funny so that explains its high view count but this  is just an awful pop song  i really have no clue on this one ﻿,0
651,651,651,lets be honest  you wouldnt last  day on your own in the jungle  stop  living n a fairy world ﻿,0
652,652,652,me segue ha  https www facebook commarcos sousa fref ts﻿,1
653,653,653,nature is beautiful  no need to place tits in video to impress people ﻿,0
654,654,654,this is so stupid  if you roared at a lion in real life youd dede﻿,0
655,655,655,this song is so awesome she made everything stand out and all the viewers  could imagine themselves at the setting of the video  awesome job katy  perry ﻿,0
656,656,656,katy perry  roar official  http youtu becevxzvsjlk﻿,0
657,657,657,katy perry is lion﻿,0
658,658,658,people  here is a new network like fb you register also free  the  difference is only that you get paid for sharing  commenting and liking  posts and so one dont waste your time on fb for sharing and not being  paid  register here to make also money with your everyday posts   https www tsu coslema wellcome to everyone   ﻿,1
659,659,659,ive figured out why i dislike this song  its supposed to be a power  ballad right  something thats uplifting and motivating by the end   however  the final chorus has no extra umph at the end and actually sounds  just like the first one  instead of crescendoing into a powerful finish    roar  just says on the same wavelength  it falls flat ﻿,0
660,660,660,i like this song the video goes perfect with it﻿,0
661,661,661,because i am a champion and youre gonna hear me roar    today i am my own champion  today i am a champion for the creator  today i am doing positive in my world today i am blessing and healing all around me today i am successful and  creating success  ﻿,0
662,662,662,nowplaying  weekendmix  track    katy perry  roar dj denis shmelev amp dj alex serov remix  http youtu becevxzvsjlk   listen live at  www smartfm nllivestream html﻿,1
663,663,663,katy perrys songs are the best of the songs of women artists ﻿,0
664,664,664,i like this song because of all the animals and i like this song  ﻿,0
665,665,665,http www wattpad comstoryshecanloveyougood﻿,1
666,666,666,i love this song so much d ive heard it so much i pretty much memorized  the lyrics﻿,0
667,667,667,hey guys  i know you tend to skip these comments  but take a look first   i am free fire  a big room  progressive house  deep house  dubstep amp  chillstep producer from a small town in missouri  down here  i have no  support from the community  and all i really ask is some critiquing   support  and views    my music has gotten much better then what it was  months ago  and i  promise my new content should be more then satisfying  soon i should be  able to advertise and i wont pester you guys anymore   so gimme a chance and check out my music  thanks and god bless ﻿,1
668,668,668,for latest movies  please visit this site  http www networkedblogs compcpwb ref panorama﻿,1
669,669,669,i love that you subscribed﻿,1
670,670,670,https www tsu cotomeks go register   free money ﻿,1
671,671,671,great song  but we all know that katy buys her views ﻿,0
672,672,672,check out mah girl it duh shit yo﻿,1
673,673,673,check out this video on youtube facebook lhudygirlamaya ﻿,1
674,674,674,hey yall its the real kevin hart  shout out to my fans  follow me +realkevinheart ﻿,1
675,675,675,check out my acoustic channel ﻿,1
676,676,676,♫i know someone will see this  i have a dream… i don’t have the greatest videos or the best quality right now i feel like im not getting anywhere and i need your help ♫ if you could possibly watch my videos it means the world to me  please thumbs this up so others can see… i appreciate it so much ♫ please listen before you hate  honestly i  appreciate it so much  you don’t have to love me just give this  year old a chance﻿,1
677,677,677,https apps facebook commypollsutsitcompetition from user_linkampref_id ouxge    please open this link and vote for  anand niketan international school  the  project name is project fredom and share it with  yours friend ﻿,1
678,678,678,i hate videos like these with those poor animals ﻿,0
679,679,679,hii youtube﻿,0
680,680,680,nice  very nice﻿,0
681,681,681,i love this song ﻿,0
682,682,682,katy you are a shit go die roar is a floooooooooooooooooooop ﻿,0
683,683,683,i love your music ﻿,0
684,684,684,my th grade teacher looked exactly like katy perry come to think of it ﻿,0
685,685,685,curti  click here    https www facebook comdemiilovatofas ref hl   https www facebook compagesfrasessecretas ref hl﻿,1
686,686,686,http www ermail pldolaczunnfyi                   please click on the  link﻿,1
687,687,687,come check out our parody of this ﻿,1
688,688,688,please subscribe to us and thank you﻿,1
689,689,689,please vote for me for the wet seal model  contest  my instagram  username is destinyforever_  http www wetseal commodelsearchmodelsearch html﻿,1
690,690,690,simply put  our customers love us  and so will you https www facebook comgreenleader﻿,1
691,691,691,https binbox iodnckmqtqjb﻿,1
692,692,692,almost  bil  what  wow  gs sucks  in my opinion ﻿,0
693,693,693,katty is the best        ﻿,0
694,694,694,that was very good i mean very very much good ﻿,0
695,695,695,this song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much   xxx﻿,0
696,696,696,lt﻿,0
697,697,697,katy perry  i am the  décio cabelo   decio hair  i am  years of age  i  don t have family  i m single  alone  homeless  i was an alcoholic   at  the age of   i am an invisible composer  my dream is to record my songs   could you help me  please  please  i trust that the you will give me a  chance  i have  videos in the youtube  deciocabelo canal  katy perry  i  was born in october   too  thank you very much  decio hair ﻿,1
698,698,698,honestly speaking except taylor swift and adele i dont lile any of the  modern day singers  but i must say whenever i hear this song i feel  goosebumps  its quite inspiring  thanks miss perry ﻿,0
699,699,699,who is going to reach the billion first   katy or taylor  ﻿,0
700,700,700,a href  http www youtube comwatch v kqzrkcpjampt ms    a  best part﻿,0
701,701,701,wierd but funny﻿,0
702,702,702,hey guys  im a human  br  br  br  but i dont want to be a human  i want to be a sexy fucking giraffe  br  br  br  i already have the money for the surgery to elongate my spinal core  the surgery to change my skin pigment  and everything else  like this post so others can root me on in my dream  br  br  br  im fucking with you  i make music  check out my first song   a rel  nofollow  class  othashtag  href  https plus google coms giraffebruuh  giraffebruuh a ﻿,1
703,703,703,party rock lol who wants to shuffle ﻿,0
704,704,704,party rock﻿,0
705,705,705,shuffle﻿,0
706,706,706,omg﻿,0
707,707,707,this song is just really fun ﻿,0
708,708,708,awsome br  ﻿,0
709,709,709,wow  increible song ﻿,0
710,710,710,i love this song so much﻿,0
711,711,711,likeee﻿,0
712,712,712,i miss when people dressed like this ﻿,0
713,713,713,the last year of decent music ﻿,0
714,714,714,best song ever ﻿,0
715,715,715,super nice  love musique﻿,0
716,716,716,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
717,717,717,party rock    ﻿,0
718,718,718,thumbs up if you watched it in ﻿,0
719,719,719,this is increidebl﻿,0
720,720,720,lmfao ﻿,0
721,721,721,just   superr ﻿,0
722,722,722,llikee ﻿,0
723,723,723,yeah  lets start the party ﻿,0
724,724,724,this awesome song needed  years to reach to  mil views while tango switch bitch needed  year  its not fairrrrrrr﻿,0
725,725,725,nice girl  d﻿,0
726,726,726,i remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
727,727,727,lmfao ﻿,0
728,728,728,super awesome video br  ﻿,0
729,729,729,just dance  ﻿,0
730,730,730,this will always be my favorite song br  but my favorite part is  a href  http www youtube comwatch v kqzrkcpjampt ms    a a href  http www youtube comwatch v kqzrkcpjampt ms    a  in the video ﻿,0
731,731,731,party rock br  ﻿,0
732,732,732,lmfao  party rock anthem ft  lauren bennett  goo…   a href  https youtu bekqzrkcpj  https youtu bekqzrkcpj a       br  box man got some moves   d he makes meh smile﻿,0
733,733,733,this the best song i ever hire br  ﻿,0
734,734,734,its funny that mahogany is there lmao  i actually didnt know that her brother and uncle are part of lmfao﻿,0
735,735,735,party rock anthem is love party rock anthem is life﻿,0
736,736,736,stop is a very top ﻿,0
737,737,737,ahhh back when my life didnt suck ﻿,0
738,738,738,party rock  xd﻿,0
739,739,739,cute   ﻿,0
740,740,740,lmfao best songs ever ﻿,0
741,741,741,i fuckin love this song  br  br  br  after  im sexy and i know it ﻿,0
742,742,742,they shuffle hard that they made an earthquake in nepal﻿,0
743,743,743,nice﻿,0
744,744,744,still  this reminds me of  years back when i was do shuffle everyday﻿,0
745,745,745,love this song makes me wanna dance  ﻿,0
746,746,746,that time in  where this shirt was cool﻿,0
747,747,747,love this video and the song of course﻿,0
748,748,748,check out this video on youtube ﻿,1
749,749,749,very nice   br  yeah fucking ﻿,0
750,750,750,well this dudes faded the fuck out ﻿,0
751,751,751,ah  good old times  ﻿,0
752,752,752,old and good song﻿,0
753,753,753,cool﻿,0
754,754,754,not  million view anymore  ﻿,0
755,755,755,good﻿,0
756,756,756,check out this video on youtube ﻿,1
757,757,757,check out this video on youtube  br  ﻿,1
758,758,758,remeber the good ol days when songs werent about butts   ﻿,0
759,759,759,you are the music hero😍﻿,0
760,760,760,i was born in the wrong generation﻿,0
761,761,761,love this song makes me wanna dance  ﻿,0
762,762,762,love this song makes me wanna dance  ﻿,0
763,763,763,very good  like   d﻿,0
764,764,764,the views  theyre over  ﻿,0
765,765,765,love lmfao party rockin keep it going﻿,0
766,766,766,best music ever ﻿,0
767,767,767,likeeee﻿,0
768,768,768,cool﻿,0
769,769,769,remeber when this song was good﻿,0
770,770,770,lt﻿,0
771,771,771,i want to be that robot guy ﻿,0
772,772,772,i love your songs﻿,0
773,773,773,omg its going to have bi views ﻿,0
774,774,774,dance  ﻿,0
775,775,775,check out this video on youtube ﻿,1
776,776,776,years  ﻿,0
777,777,777,cool cool cool cool cool cool cool﻿,0
778,778,778,wow i love it ﻿,0
779,779,779,who knows the name of that girl  and that one  and that one ﻿,0
780,780,780,why did they stop their career in music  this music rocks  ﻿,0
781,781,781,very nice  ﻿,0
782,782,782,why sooooo many downs ﻿,0
783,783,783,tension⤴︎⤴︎﻿,0
784,784,784,nice﻿,0
785,785,785,br  i like video﻿,0
786,786,786,music yeah﻿,0
787,787,787,like this in    d﻿,0
788,788,788,this was such an epic track  and the video is awesome ﻿,0
789,789,789,likkee﻿,0
790,790,790,give it a like﻿,1
791,791,791,lets party﻿,0
792,792,792,support the fight for your th amendment right to privacy in your home and business  stop the nsa spying on americans with the un patriot act renewal  rand paul has spent   hours on the senate floor in a protest and filibuster fighting for our  constitution that this nation is founded on  join the fight at rand paul dot com  spread the word  we have someone that cares about our nation   email your senators  congress men and women  tell them to support rand  tell the news to support rand too  senator rand paul was up until  a href  http www youtube comwatch v kqzrkcpjampt ms    a  am this morning fighting for our constitution ﻿,1
793,793,793,mindblowing dance superbbb song﻿,0
794,794,794,anyone else think this video theme is a bit of an insult to  days later  ﻿,0
795,795,795,check out this video on youtube ﻿,1
796,796,796,never get old ﻿,0
797,797,797,i remember when this used to be so popular all around at the time  br  i still love it ﻿,0
798,798,798,strong messages in every  song ive  heard ﻿,0
799,799,799,fucking years are fucking past so fucking fast fuck ﻿,0
800,800,800,i know it old song but like  if you watching in ﻿,0
801,801,801,im watching this on summer ﻿,0
802,802,802,i am going to blow my mind﻿,0
803,803,803,and i´m shufflin still today  d﻿,0
804,804,804,this is my favorite song ever love this party rock it everybody ﻿,0
805,805,805,views ﻿,0
806,806,806,lets get it to  billion﻿,0
807,807,807,love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿,0
808,808,808,i love this song so much﻿,0
809,809,809,im a subscriber﻿,1
810,810,810,this song is awesome ﻿,0
811,811,811,best song ever made i swear  d i still hear even doe it old  who else ﻿,0
812,812,812,i came here because of vanoss ﻿,0
813,813,813,best song for ever💜💜 br  ﻿,0
814,814,814,epic﻿,0
815,815,815,i like so much this music   good ﻿,0
816,816,816,beautiful song﻿,0
817,817,817,why do i feel like as if gangnam style copied their song from this ﻿,0
818,818,818,damn  this was everywhere﻿,0
819,819,819,party time ﻿,0
820,820,820,never gets old﻿,0
821,821,821,this song is fu cking awesom ﻿,0
822,822,822,how do you put a picture for your image thingie ﻿,1
823,823,823,okay  this should cover me for some time  thumbs up if youre watching while youtube still exists ﻿,1
824,824,824,this song is just insane  br  do you dance listening to this song  i do  lol ﻿,0
825,825,825,﻿,0
826,826,826,thumbs up if shrek is gay ﻿,1
827,827,827,thumbs up for robo guy baby﻿,0
828,828,828,seriously how did they come up with that beat it is insanely good holy fuck﻿,0
829,829,829,best party song literally party rock is in the housee tonight ﻿,0
830,830,830,memories﻿,0
831,831,831,i lovee it ﻿,0
832,832,832,more views than nikki minaj anaconda﻿,0
833,833,833,lmfao is the best﻿,0
834,834,834,who else saw jesses dancing sorry if i spelled it wrong  peace✌﻿,0
835,835,835,i like how the robot shuffles he shuffles good﻿,0
836,836,836,you cant stop the shuffle﻿,0
837,837,837,dang dat little kid gat moves﻿,0
838,838,838,i miss this song  ﻿,0
839,839,839,loves it﻿,0
840,840,840,check out this video on youtube  br  gotta dance and just have a blast every time i hear this song   just ❥love❥ it  br  ﻿,1
841,841,841,man this song really does get in your bones  one minute im nearly dosing off to sleep  the next im shuffling like crazy with hot feet xd﻿,0
842,842,842,that shake and that golden and black robot were really partying ﻿,0
843,843,843,take a look at this video on youtube ﻿,1
844,844,844,cooooooooooooolllllllllll﻿,0
845,845,845,wow ﻿,0
846,846,846,oh shit this was uploaded on my birthday  finally my birthday isnt a curse  because on this day maylaysia airlines went missing  so i thought my birthday was a curse xd﻿,0
847,847,847,everyday im shufflin﻿,0
848,848,848,everyday im shufflin﻿,0
849,849,849,thumbs up if fefefefefegelein brought u here﻿,1
850,850,850,every day im shuffling  ﻿,0
851,851,851,cool song ever good thing its here﻿,0
852,852,852,why does the world not shuffle ﻿,0
853,853,853,love these guys  love the song ﻿,0
854,854,854,its funny because i listen to rock and death metal  but i like this ﻿,0
855,855,855,shuffling all the way with lmfao  i like this one  wish i could shuffle like these crazy dudes﻿,0
856,856,856,th most viewed video  i guess﻿,0
857,857,857,my favorite song﻿,0
858,858,858,i like this song br  ﻿,0
859,859,859,wow dance show﻿,0
860,860,860,awesome﻿,0
861,861,861,like if ur watchin in                                                                                               ﻿,1
862,862,862,good times  ﻿,0
863,863,863,laughing my fucking ass off ﻿,0
864,864,864,when i see this back in  i ask myself how people got to like this song  seems like gangnam style copied this style though  might just be me but yea﻿,0
865,865,865,wait i saw a kid not kidding﻿,0
866,866,866,party rock due and duel﻿,0
867,867,867,fucking love it omg  v﻿,0
868,868,868,this very good so i dance with some companions front of the whole school﻿,0
869,869,869,check out this video on youtube ﻿,1
870,870,870,i could finally do the spongebob but i started yesterday xd﻿,0
871,871,871,thumbs up if youre watching in ﻿,0
872,872,872,i love it﻿,0
873,873,873,lmfao  party rock anthem ft  lauren bennett  goonrock ﻿,0
874,874,874,i hate it when laura bennett comes in﻿,0
875,875,875,subscribe to my channel﻿,1
876,876,876,party in da 🏠 tonight 👐👐👐👐👐👐﻿,0
877,877,877,best for partying ﻿,0
878,878,878,omg﻿,0
879,879,879,whats with the guys jacket   sleeve and a sleeveless arm﻿,0
880,880,880,best song ever﻿,0
881,881,881,take a look at this video on youtub br  you﻿,1
882,882,882,i like this steps ﻿,0
883,883,883,let get this video to one billion views﻿,0
884,884,884,in my head this is like  years ago  time flies﻿,0
885,885,885,views  comments oh my lanta﻿,0
886,886,886,its  and still shuffling to this song🎶🎵🎧﻿,0
887,887,887,check out this video on youtube ﻿,1
888,888,888,who df is lauren bennett ﻿,0
889,889,889,so cool﻿,0
890,890,890,awesome﻿,0
891,891,891,this is so cool why havent i heard this before ﻿,0
